Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
ph280.2_PanUKBB_PanUKBBR2_1	1661	0.745114126628785	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph280.2	Iron deficiency anemia secondary to blood loss (chronic) (UKBB)	OTH	396365	550	396915	European (EUR)	0.917717811255179	N
ph280_PanUKBB_PanUKBBR2_1	1661	1.90787262628756e-11	PC7 (1e-12)	PanUKBB	2022	PanUKBBR2	ph280	Iron deficiency anemias (UKBB)	OTH	411427	11427	422854	Trans-ethnic (AFR,CSA,EUR,MID)	3.1289111071116e-09	Y
ph281.11_PanUKBB_PanUKBBR2_1	1661	0.125744849571536	PC1 (6e-03)	PanUKBB	2022	PanUKBBR2	ph281.11	Pernicious anemia (UKBB)	OTH	396365	943	397308	European (EUR)	0.586809298000501	N
ph281.12_PanUKBB_PanUKBBR2_1	1661	0.053767385939381	PC1 (1e-03)	PanUKBB	2022	PanUKBBR2	ph281.12	Other vitamin B12 deficiency anemia (UKBB)	OTH	396365	1112	397477	European (EUR)	0.402911736257696	N
ph281.13_PanUKBB_PanUKBBR2_1	1661	0.0319082261573059	PC6 (5e-03)	PanUKBB	2022	PanUKBBR2	ph281.13	Folate-deficiency anemia (UKBB)	OTH	396365	259	396624	European (EUR)	0.313082424175959	N
ph281.1_PanUKBB_PanUKBBR2_1	1661	0.00938341721509272	PC1 (5e-04)	PanUKBB	2022	PanUKBBR2	ph281.1	Megaloblastic anemia (UKBB)	OTH	404241	1419	405660	Trans-ethnic (CSA,EUR)	0.155063095897865	N
ph281_PanUKBB_PanUKBBR2_1	1661	0.0103585764427324	PC1 (6e-04)	PanUKBB	2022	PanUKBBR2	ph281	Other deficiency anemia (UKBB)	OTH	404241	1497	405738	Trans-ethnic (CSA,EUR)	0.158555276750091	N
ph282.5_PanUKBB_PanUKBBR2_1	1661	0.357266024172026	PC7 (8e-02)	PanUKBB	2022	PanUKBBR2	ph282.5	Sickle cell anemia (UKBB)	OTH	5728	322	6050	African (AFR)	0.815714359290842	N
ph282.8_PanUKBB_PanUKBBR2_1	1658	0.451863003840073	PC12 (5e-02)	PanUKBB	2022	PanUKBBR2	ph282.8	Other hemoglobinopathies (UKBB)	OTH	13604	147	13751	Trans-ethnic (AFR,CSA)	0.844851349199355	N
ph282.9_PanUKBB_PanUKBBR2_1	1661	0.387311884689134	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph282.9	Other hereditary hemolytic anemias (UKBB)	OTH	396365	129	396494	European (EUR)	0.815714359290842	N
ph282_PanUKBB_PanUKBBR2_1	1661	0.433465823416721	PC12 (4e-03)	PanUKBB	2022	PanUKBBR2	ph282	Hereditary hemolytic anemias (UKBB)	OTH	409969	672	410641	Trans-ethnic (AFR,CSA,EUR)	0.843887719863289	N
ph283.1_PanUKBB_PanUKBBR2_1	1661	0.229878192667823	PC5 (1e-02)	PanUKBB	2022	PanUKBBR2	ph283.1	Autoimmune hemolytic anemias (UKBB)	OTH	396365	134	396499	European (EUR)	0.714484832336759	N
ph283_PanUKBB_PanUKBBR2_1	1661	0.312251627663778	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	ph283	Acquired hemolytic anemias (UKBB)	OTH	396365	191	396556	European (EUR)	0.783553219162739	N
ph284_PanUKBB_PanUKBBR2_1	1661	0.284816300042039	PC8 (6e-02)	PanUKBB	2022	PanUKBBR2	ph284	Aplastic anemia (UKBB)	OTH	396365	618	396983	European (EUR)	0.772006883286779	N
ph285.1_PanUKBB_PanUKBBR2_1	1661	0.388672260045375	PC2 (3e-02)	PanUKBB	2022	PanUKBBR2	ph285.1	Acute posthemorrhagic anemia (UKBB)	OTH	396365	310	396675	European (EUR)	0.815714359290842	N
ph285.22_PanUKBB_PanUKBBR2_1	1661	0.000613553447928101	PC1 (4e-03)	PanUKBB	2022	PanUKBBR2	ph285.22	Anemia in neoplastic disease (UKBB)	OTH	396365	534	396899	European (EUR)	0.0251556913650521	N
ph285.2_PanUKBB_PanUKBBR2_1	1661	0.00804881192101678	PC2 (2e-03)	PanUKBB	2022	PanUKBBR2	ph285.2	Anemia of chronic disease (UKBB)	OTH	396365	920	397285	European (EUR)	0.146667239449639	N
ph285_PanUKBB_PanUKBBR2_1	1661	3.48485017731555e-10	PC7 (6e-09)	PanUKBB	2022	PanUKBBR2	ph285	Other anemias (UKBB)	OTH	414010	16575	430585	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	4.44512000395361e-08	Y
ph286.11_PanUKBB_PanUKBBR2_1	1661	0.808337435102123	PC11 (6e-02)	PanUKBB	2022	PanUKBBR2	ph286.11	Von willebrand's disease (UKBB)	OTH	416975	120	417095	European (EUR)	0.934316318217193	N
ph286.12_PanUKBB_PanUKBBR2_1	1661	0.198969023912685	PC2 (2e-02)	PanUKBB	2022	PanUKBBR2	ph286.12	Congenital deficiency of other clotting factors (including factor VII) (UKBB)	OTH	416975	345	417320	European (EUR)	0.691503763632189	N
ph286.1_PanUKBB_PanUKBBR2_1	1661	0.308128837769326	PC2 (2e-02)	PanUKBB	2022	PanUKBBR2	ph286.1	Congenital coagulation defects (UKBB)	OTH	416975	543	417518	European (EUR)	0.78202703309266	N
ph286.5_PanUKBB_PanUKBBR2_1	1661	0.43441033158716	PC6 (2e-02)	PanUKBB	2022	PanUKBBR2	ph286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants (UKBB)	OTH	416975	99	417074	European (EUR)	0.843887719863289	N
ph286.6_PanUKBB_PanUKBBR2_1	1661	0.121810197694462	PC1 (2e-02)	PanUKBB	2022	PanUKBBR2	ph286.6	Defibrination syndrome (UKBB)	OTH	416975	1200	418175	European (EUR)	0.579141752460467	N
ph286.7_PanUKBB_PanUKBBR2_1	1661	0.444695436214978	PC1 (6e-03)	PanUKBB	2022	PanUKBBR2	ph286.7	Other and unspecified coagulation defects (UKBB)	OTH	416975	460	417435	European (EUR)	0.844851349199355	N
ph286_PanUKBB_PanUKBBR2_1	1661	0.179113265370304	PC1 (2e-02)	PanUKBB	2022	PanUKBBR2	ph286	Coagulation defects (UKBB)	OTH	416975	1260	418235	European (EUR)	0.6659041216503	N
ph287.1_PanUKBB_PanUKBBR2_1	1661	0.395159213749395	PC4 (3e-02)	PanUKBB	2022	PanUKBBR2	ph287.1	Spontaneous ecchymoses (UKBB)	OTH	416975	157	417132	European (EUR)	0.818193024396075	N
ph287.31_PanUKBB_PanUKBBR2_1	1661	0.0601014893074811	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	ph287.31	Primary thrombocytopenia (UKBB)	OTH	416975	506	417481	European (EUR)	0.433940312735776	N
ph287.32_PanUKBB_PanUKBBR2_1	1661	0.822425635312046	PC6 (8e-02)	PanUKBB	2022	PanUKBBR2	ph287.32	Secondary thrombocytopenia (UKBB)	OTH	416975	108	417083	European (EUR)	0.934316318217193	N
ph287.3_PanUKBB_PanUKBBR2_1	1661	3.4574140941344e-06	PC5 (2e-04)	PanUKBB	2022	PanUKBBR2	ph287.3	Thrombocytopenia (UKBB)	OTH	425760	2125	427885	Trans-ethnic (CSA,EUR)	0.000248069461254143	Y
ph287_PanUKBB_PanUKBBR2_1	1661	0.000135913863999786	PC9 (4e-04)	PanUKBB	2022	PanUKBBR2	ph287	Purpura and other hemorrhagic conditions (UKBB)	OTH	425760	2299	428059	Trans-ethnic (CSA,EUR)	0.00742995789865497	Y
ph288.1_PanUKBB_PanUKBBR2_1	1661	0.00357338415367565	PC2 (3e-04)	PanUKBB	2022	PanUKBBR2	ph288.1	Decreased white blood cell count (UKBB)	IMD	425978	4219	430197	Trans-ethnic (AFR,CSA,EUR)	0.0185138872492591	N
ph288.2_PanUKBB_PanUKBBR2_1	1661	0.139625281797407	PC12 (6e-03)	PanUKBB	2022	PanUKBBR2	ph288.2	Elevated white blood cell count (UKBB)	IMD	410877	436	411313	European (EUR)	0.330142021446205	N
ph288_PanUKBB_PanUKBBR2_1	1661	0.0917221280018455	PC2 (2e-03)	PanUKBB	2022	PanUKBBR2	ph288	Diseases of white blood cells (UKBB)	IMD	425978	5024	431002	Trans-ethnic (AFR,CSA,EUR)	0.244270509310178	N
ph289.3_PanUKBB_PanUKBBR2_1	1661	0.227082177848195	PC9 (5e-03)	PanUKBB	2022	PanUKBBR2	ph289.3	Personal history of diseases of blood and blood-forming organs (UKBB)	OTH	410877	404	411281	European (EUR)	0.714484832336759	N
ph289.4_PanUKBB_PanUKBBR2_1	1661	0.110496483907549	PC6 (6e-03)	PanUKBB	2022	PanUKBBR2	ph289.4	Lymphadenitis (UKBB)	INF	417326	3377	420703	Trans-ethnic (AFR,EUR)	0.620214894025517	N
ph289.5_PanUKBB_PanUKBBR2_1	1661	0.225177658078713	PC3 (6e-03)	PanUKBB	2022	PanUKBBR2	ph289.5	Diseases of spleen (UKBB)	OTH	410877	661	411538	European (EUR)	0.714484832336759	N
ph289.8_PanUKBB_PanUKBBR2_1	1661	0.000199700838679289	PC8 (2e-04)	PanUKBB	2022	PanUKBBR2	ph289.8	Polycythemia, secondary (UKBB)	OTH	410191	384	410575	European (EUR)	0.010189009567876	N
ph289.9_PanUKBB_PanUKBBR2_1	1661	0.318905929551046	PC10 (1e-02)	PanUKBB	2022	PanUKBBR2	ph289.9	Abnormality of red blood cells (UKBB)	OTH	410877	105	410982	European (EUR)	0.784423712517086	N
ph289_PanUKBB_PanUKBBR2_1	1661	0.00311132027613309	PC9 (5e-03)	PanUKBB	2022	PanUKBBR2	ph289	Other diseases of blood and blood-forming organs (UKBB)	OTH	410877	1535	412412	European (EUR)	0.0854516254204593	N
ph290.11_PanUKBB_PanUKBBR2_1	1661	0.654481000590607	PC10 (5e-02)	PanUKBB	2022	PanUKBBR2	ph290.11	Alzheimer's disease (UKBB)	PSD	410833	839	411672	European (EUR)	0.929297158856572	N
ph290.12_PanUKBB_PanUKBBR2_1	1661	0.0128313491871271	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	ph290.12	Dementia with cerebral degenerations (UKBB)	PSD	410833	99	410932	European (EUR)	0.254793933858667	N
ph290.16_PanUKBB_PanUKBBR2_1	1661	0.0435818288662153	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph290.16	Vascular dementia (UKBB)	PSD	410833	444	411277	European (EUR)	0.555746309487233	N
ph290.1_PanUKBB_PanUKBBR2_1	1661	0.392591917425247	PC6 (5e-02)	PanUKBB	2022	PanUKBBR2	ph290.1	Dementias (UKBB)	PSD	410833	1974	412807	European (EUR)	0.903151862786695	N
ph290.2_PanUKBB_PanUKBBR2_1	1661	0.23895330549753	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	ph290.2	Delirium due to conditions classified elsewhere (UKBB)	PSD	410833	1362	412195	European (EUR)	0.81010998693065	N
ph290_PanUKBB_PanUKBBR2_1	1661	0.467305326349018	PC11 (4e-02)	PanUKBB	2022	PanUKBBR2	ph290	Delirium dementia and amnestic and other cognitive disorders (UKBB)	PSD	425993	3619	429612	Trans-ethnic (AFR,CSA,EUR)	0.903151862786695	N
ph291.1_PanUKBB_PanUKBBR2_1	1661	0.709420159472764	PC13 (9e-02)	PanUKBB	2022	PanUKBBR2	ph291.1	Transient mental disorders due to conditions classified elsewhere (UKBB)	PSD	410833	165	410998	European (EUR)	0.929297158856572	N
ph291.4_PanUKBB_PanUKBBR2_1	1661	0.591648270816748	PC6 (6e-02)	PanUKBB	2022	PanUKBBR2	ph291.4	Specific nonpsychotic mental disorders due to brain damage (UKBB)	PSD	410833	444	411277	European (EUR)	0.924034939814921	N
ph291.8_PanUKBB_PanUKBBR2_1	1661	0.1603159893565	PC12 (1e-02)	PanUKBB	2022	PanUKBBR2	ph291.8	Alteration of consciousness (UKBB)	PSD	410833	627	411460	European (EUR)	0.745200476469573	N
ph291_PanUKBB_PanUKBBR2_1	1661	0.505541063192667	PC7 (7e-02)	PanUKBB	2022	PanUKBBR2	ph291	Other specified nonpsychotic and/or transient mental disorders (UKBB)	PSD	410833	1226	412059	European (EUR)	0.912600101088061	N
ph292.1_PanUKBB_PanUKBBR2_1	1661	0.971631433734492	PC13 (3e-01)	PanUKBB	2022	PanUKBBR2	ph292.1	Aphasia/speech disturbance (UKBB)	PSD	410833	2042	412875	European (EUR)	0.978672241225322	N
ph292.2_PanUKBB_PanUKBBR2_1	1661	0.281103549903254	PC2 (9e-02)	PanUKBB	2022	PanUKBBR2	ph292.2	Mild cognitive impairment (UKBB)	PSD	410833	321	411154	European (EUR)	0.827972886194381	N
ph292.3_PanUKBB_PanUKBBR2_1	1661	0.127712808628073	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph292.3	Memory loss (UKBB)	PSD	410833	904	411737	European (EUR)	0.745200476469573	N
ph292.4_PanUKBB_PanUKBBR2_1	1661	0.209828103746334	PC3 (7e-02)	PanUKBB	2022	PanUKBBR2	ph292.4	Altered mental status (UKBB)	PSD	419524	3241	422765	Trans-ethnic (CSA,EUR)	0.769603937256344	N
ph292.6_PanUKBB_PanUKBBR2_1	1661	0.992628952997474	PC6 (4e-01)	PanUKBB	2022	PanUKBBR2	ph292.6	Hallucinations (UKBB)	PSD	410833	451	411284	European (EUR)	0.992628952997474	N
ph292_PanUKBB_PanUKBBR2_1	1661	0.613415283401731	PC3 (5e-02)	PanUKBB	2022	PanUKBBR2	ph292	Neurological disorders (UKBB)	PSD	425993	6757	432750	Trans-ethnic (AFR,CSA,EUR)	0.929297158856572	N
ph293.1_PanUKBB_PanUKBBR2_1	1661	0.000698624276622204	PC12 (9e-04)	PanUKBB	2022	PanUKBBR2	ph293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS] (UKBB)	OTH	416916	1049	417965	European (EUR)	0.0276558851573204	N
ph293_PanUKBB_PanUKBBR2_1	1661	0.581997158911993	PC2 (7e-02)	PanUKBB	2022	PanUKBBR2	ph293	Symptoms involving head and neck (UKBB)	PSD	432243	2729	434972	Trans-ethnic (AFR,CSA,EUR)	0.924034939814921	N
ph295.1_PanUKBB_PanUKBBR2_1	1661	0.337986976246463	PC6 (3e-02)	PanUKBB	2022	PanUKBBR2	ph295.1	Schizophrenia (UKBB)	PSD	376046	761	376807	Trans-ethnic (AFR,EUR)	0.854185267241061	N
ph295.2_PanUKBB_PanUKBBR2_1	1661	0.876703993415677	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph295.2	Paranoid disorders (UKBB)	PSD	369930	246	370176	European (EUR)	0.944584470513479	N
ph295.3_PanUKBB_PanUKBBR2_1	1661	0.328303675664941	PC2 (4e-02)	PanUKBB	2022	PanUKBBR2	ph295.3	Psychosis (UKBB)	PSD	369930	223	370153	European (EUR)	0.845077979952348	N
ph295_PanUKBB_PanUKBBR2_1	1661	0.910606611861915	PC6 (1e-01)	PanUKBB	2022	PanUKBBR2	ph295	Schizophrenia and other psychotic disorders (UKBB)	PSD	376046	1142	377188	Trans-ethnic (AFR,EUR)	0.944584470513479	N
ph296.1_PanUKBB_PanUKBBR2_1	1661	0.208707750252335	PC14 (6e-02)	PanUKBB	2022	PanUKBBR2	ph296.1	Bipolar (UKBB)	PSD	369930	1257	371187	European (EUR)	0.769603937256344	N
ph296.22_PanUKBB_PanUKBBR2_1	1661	0.274973336005375	PC7 (3e-02)	PanUKBB	2022	PanUKBBR2	ph296.22	Major depressive disorder (UKBB)	PSD	369930	478	370408	European (EUR)	0.827972886194381	N
ph296.2_PanUKBB_PanUKBBR2_1	1661	0.534712567358302	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph296.2	Depression (UKBB)	PSD	369930	527	370457	European (EUR)	0.924034939814921	N
ph296_PanUKBB_PanUKBBR2_1	1661	0.611999290308915	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph296	Mood disorders (UKBB)	PSD	369930	1825	371755	European (EUR)	0.929297158856572	N
ph297.2_PanUKBB_PanUKBBR2_1	1661	0.0698847580881203	PC11 (9e-03)	PanUKBB	2022	PanUKBBR2	ph297.2	Suicide or self-inflicted injury (UKBB)	PSD	369930	1897	371827	European (EUR)	0.571410669073454	N
ph297_PanUKBB_PanUKBBR2_1	1661	0.14561850875867	PC3 (9e-03)	PanUKBB	2022	PanUKBBR2	ph297	Suicidal ideation or attempt (UKBB)	PSD	369930	1986	371916	European (EUR)	0.745200476469573	N
ph300.11_PanUKBB_PanUKBBR2_1	1661	0.221468758922689	PC14 (1e-02)	PanUKBB	2022	PanUKBBR2	ph300.11	Generalized anxiety disorder (UKBB)	PSD	369930	186	370116	European (EUR)	0.769603937256344	N
ph300.12_PanUKBB_PanUKBBR2_1	1661	0.647653541564171	PC7 (5e-02)	PanUKBB	2022	PanUKBBR2	ph300.12	Agorophobia, social phobia, and panic disorder (UKBB)	PSD	369930	1046	370976	European (EUR)	0.929297158856572	N
ph300.13_PanUKBB_PanUKBBR2_1	1661	0.959018972792752	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph300.13	Phobia (UKBB)	PSD	369930	896	370826	European (EUR)	0.973019249767829	N
ph300.1_PanUKBB_PanUKBBR2_1	1661	0.87904778219363	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph300.1	Anxiety disorder (UKBB)	PSD	384235	9984	394219	Trans-ethnic (CSA,EUR)	0.944584470513479	N
ph300.3_PanUKBB_PanUKBBR2_1	1661	0.100473252028236	PC11 (1e-02)	PanUKBB	2022	PanUKBBR2	ph300.3	Obsessive-compulsive disorders (UKBB)	PSD	369930	193	370123	European (EUR)	0.73504115957499	N
ph300.8_PanUKBB_PanUKBBR2_1	1661	0.936819424717136	PC12 (2e-01)	PanUKBB	2022	PanUKBBR2	ph300.8	Acute reaction to stress (UKBB)	PSD	369930	153	370083	European (EUR)	0.957484559085896	N
ph300.9_PanUKBB_PanUKBBR2_1	1661	0.584777804790634	PC8 (6e-02)	PanUKBB	2022	PanUKBBR2	ph300.9	Posttraumatic stress disorder (UKBB)	PSD	369930	187	370117	European (EUR)	0.924034939814921	N
ph300_PanUKBB_PanUKBBR2_1	1661	0.704752416507111	PC14 (8e-02)	PanUKBB	2022	PanUKBBR2	ph300	Anxiety disorders (UKBB)	PSD	384235	10751	394986	Trans-ethnic (CSA,EUR)	0.929297158856572	N
ph301.2_PanUKBB_PanUKBBR2_1	1661	0.478111391991516	PC14 (4e-02)	PanUKBB	2022	PanUKBBR2	ph301.2	Antisocial/borderline personality disorder (UKBB)	PSD	369930	164	370094	European (EUR)	0.903151862786695	N
ph301_PanUKBB_PanUKBBR2_1	1661	0.721503702226606	PC10 (1e-02)	PanUKBB	2022	PanUKBBR2	ph301	Personality disorders (UKBB)	PSD	369930	446	370376	European (EUR)	0.929297158856572	N
ph302_PanUKBB_PanUKBBR2_1	1661	0.449509030749221	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	ph302	Sexual and gender identity disorders (UKBB)	PSD	369930	357	370287	European (EUR)	0.903151862786695	N
ph303.1_PanUKBB_PanUKBBR2_1	1661	0.479382960157903	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	ph303.1	Dissociative disorder (UKBB)	PSD	369930	126	370056	European (EUR)	0.903151862786695	N
ph303.3_PanUKBB_PanUKBBR2_1	1661	0.750244458123357	PC3 (5e-02)	PanUKBB	2022	PanUKBBR2	ph303.3	Psychogenic disorder (UKBB)	PSD	369930	419	370349	European (EUR)	0.931806943165725	N
ph303.4_PanUKBB_PanUKBBR2_1	1661	0.764444876209381	PC3 (6e-02)	PanUKBB	2022	PanUKBBR2	ph303.4	Somatoform disorder (UKBB)	PSD	369930	549	370479	European (EUR)	0.933447718015485	N
ph303_PanUKBB_PanUKBBR2_1	1661	0.880295923105317	PC3 (1e-01)	PanUKBB	2022	PanUKBBR2	ph303	Psychogenic and somatoform disorders (UKBB)	PSD	369930	577	370507	European (EUR)	0.944584470513479	N
ph304_PanUKBB_PanUKBBR2_1	1657	0.0600681059870822	PC13 (2e-02)	PanUKBB	2022	PanUKBBR2	ph304	Adjustment reaction (UKBB)	PSD	369930	350	370280	European (EUR)	0.555746309487233	N
ph305.2_PanUKBB_PanUKBBR2_1	1661	0.263626464205811	PC10 (5e-03)	PanUKBB	2022	PanUKBBR2	ph305.2	Eating disorder (UKBB)	PSD	369930	120	370050	European (EUR)	0.827972886194381	N
ph306.9_PanUKBB_PanUKBBR2_1	1661	0.383254459279772	PC4 (5e-02)	PanUKBB	2022	PanUKBBR2	ph306.9	Tension headache (UKBB)	PSD	369930	365	370295	European (EUR)	0.902921522709971	N
ph306_PanUKBB_PanUKBBR2_1	1661	0.125411716648102	PC5 (1e-02)	PanUKBB	2022	PanUKBBR2	ph306	Other mental disorder (UKBB)	PSD	389114	40798	429912	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.745200476469573	N
ph313_PanUKBB_PanUKBBR2_1	1661	0.832827822971952	PC12 (1e-01)	PanUKBB	2022	PanUKBBR2	ph313	Pervasive developmental disorders (UKBB)	PSD	419655	123	419778	European (EUR)	0.944584470513479	N
ph315.1_PanUKBB_PanUKBBR2_1	1661	0.66280589822123	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph315.1	Learning disorder (UKBB)	PSD	419655	212	419867	European (EUR)	0.929297158856572	N
ph315.2_PanUKBB_PanUKBBR2_1	1661	0.445058885195137	PC4 (6e-02)	PanUKBB	2022	PanUKBBR2	ph315.2	Speech and language disorder (UKBB)	PSD	419655	119	419774	European (EUR)	0.903151862786695	N
ph315_PanUKBB_PanUKBBR2_1	1661	0.851387673191116	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	ph315	Develomental delays and disorders (UKBB)	PSD	419655	567	420222	European (EUR)	0.944584470513479	N
ph316_PanUKBB_PanUKBBR2_1	1661	0.312335843953183	PC1 (5e-02)	PanUKBB	2022	PanUKBBR2	ph316	Substance addiction and disorders (UKBB)	PSD	406789	6932	413721	Trans-ethnic (AFR,CSA,EUR)	0.827972886194381	N
ph317.11_PanUKBB_PanUKBBR2_1	1661	0.0075978775335037	PC1 (7e-04)	PanUKBB	2022	PanUKBBR2	ph317.11	Alcoholic liver damage (UKBB)	PSD	392046	1053	393099	European (EUR)	0.199255802458589	N
ph317.1_PanUKBB_PanUKBBR2_1	1661	0.0639707982143578	PC9 (6e-03)	PanUKBB	2022	PanUKBBR2	ph317.1	Alcoholism (UKBB)	PSD	406789	11564	418353	Trans-ethnic (AFR,CSA,EUR)	0.555746309487233	N
ph317_PanUKBB_PanUKBBR2_1	1661	0.478444293535481	PC11 (4e-02)	PanUKBB	2022	PanUKBBR2	ph317	Alcohol-related disorders (UKBB)	PSD	406789	16365	423154	Trans-ethnic (AFR,EUR)	0.903151862786695	N
ph318_PanUKBB_PanUKBBR2_1	1661	0.131318748399712	PC5 (3e-03)	PanUKBB	2022	PanUKBBR2	ph318	Tobacco use disorder (UKBB)	PSD	410923	15648	426571	Trans-ethnic (AFR,CSA,EUR,MID)	0.745200476469573	N
ph320_PanUKBB_PanUKBBR2_1	1661	0.122381499152483	PC3 (1e-02)	PanUKBB	2022	PanUKBBR2	ph320	Meningitis (UKBB)	INF	419234	507	419741	European (EUR)	0.623781643317896	N
ph323_PanUKBB_PanUKBBR2_1	1661	0.165709061048382	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph323	Encephalitis (UKBB)	INF	419234	436	419670	European (EUR)	0.650561498930685	N
ph324_PanUKBB_PanUKBBR2_1	1661	0.902211642419043	PC5 (2e-01)	PanUKBB	2022	PanUKBBR2	ph324	Other CNS infection and poliomyelitis (UKBB)	INF	419234	382	419616	European (EUR)	0.97671900412642	N
ph327.3_PanUKBB_PanUKBBR2_1	1661	0.771416367611491	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	ph327.3	Sleep apnea (UKBB)	PSD	429105	5899	435004	Trans-ethnic (CSA,EUR)	0.933447718015485	N
ph327.41_PanUKBB_PanUKBBR2_1	1661	0.702343632597886	PC2 (5e-02)	PanUKBB	2022	PanUKBBR2	ph327.41	Organic or persistent insomnia (UKBB)	PSD	413908	204	414112	European (EUR)	0.929297158856572	N
ph327.4_PanUKBB_PanUKBBR2_1	1661	0.578516023793695	PC11 (1e-01)	PanUKBB	2022	PanUKBBR2	ph327.4	Insomnia (UKBB)	PSD	413908	234	414142	European (EUR)	0.924034939814921	N
ph327_PanUKBB_PanUKBBR2_1	1661	0.728536561295053	PC8 (9e-02)	PanUKBB	2022	PanUKBBR2	ph327	Sleep disorders (UKBB)	PSD	430652	6990	437642	Trans-ethnic (CSA,EUR)	0.929297158856572	N
ph331.1_PanUKBB_PanUKBBR2_1	1661	0.909854144420143	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	ph331.1	Hydrocephalus (UKBB)	PSD	403249	646	403895	European (EUR)	0.944584470513479	N
ph331.9_PanUKBB_PanUKBBR2_1	1661	0.805854145049339	PC14 (2e-01)	PanUKBB	2022	PanUKBBR2	ph331.9	Cerebral degeneration, unspecified (UKBB)	PSD	403249	639	403888	European (EUR)	0.933447718015485	N
ph331_PanUKBB_PanUKBBR2_1	1661	0.872295851122805	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph331	Other cerebral degenerations (UKBB)	PSD	403249	1613	404862	European (EUR)	0.944584470513479	N
ph332_PanUKBB_PanUKBBR2_1	1661	0.477159733154434	PC7 (8e-02)	PanUKBB	2022	PanUKBBR2	ph332	Parkinson's disease (UKBB)	PSD	403249	1660	404909	European (EUR)	0.903151862786695	N
ph333.1_PanUKBB_PanUKBBR2_1	1661	0.544610480332249	PC1 (4e-02)	PanUKBB	2022	PanUKBBR2	ph333.1	Essential tremor (UKBB)	PSD	403249	342	403591	European (EUR)	0.924034939814921	N
ph333.2_PanUKBB_PanUKBBR2_1	1661	0.585036118753062	PC10 (2e-02)	PanUKBB	2022	PanUKBBR2	ph333.2	Myoclonus (UKBB)	PSD	403249	116	403365	European (EUR)	0.924034939814921	N
ph333.4_PanUKBB_PanUKBBR2_1	1661	0.0038621116974199	PC13 (4e-03)	PanUKBB	2022	PanUKBBR2	ph333.4	Torsion dystonia (UKBB)	PSD	403249	337	403586	European (EUR)	0.178944508647122	N
ph333_PanUKBB_PanUKBBR2_1	1661	0.218485298220248	PC1 (4e-02)	PanUKBB	2022	PanUKBBR2	ph333	Extrapyramidal disease and abnormal movement disorders (UKBB)	PSD	403249	1314	404563	European (EUR)	0.769603937256344	N
ph334.1_PanUKBB_PanUKBBR2_1	1661	0.479587519149841	PC7 (1e-02)	PanUKBB	2022	PanUKBBR2	ph334.1	Spinocerebellar disease (UKBB)	PSD	403249	166	403415	European (EUR)	0.903151862786695	N
ph334.2_PanUKBB_PanUKBBR2_1	1661	0.804250532672494	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	ph334.2	Anterior horn cell disease (UKBB)	PSD	403249	351	403600	European (EUR)	0.933447718015485	N
ph334_PanUKBB_PanUKBBR2_1	1661	0.681981197844449	PC1 (5e-02)	PanUKBB	2022	PanUKBBR2	ph334	Degenerative disease of the spinal cord (UKBB)	PSD	409645	2407	412052	Trans-ethnic (AFR,EUR)	0.929297158856572	N
ph335_PanUKBB_PanUKBBR2_1	1661	0.00854464991231007	PC11 (4e-03)	PanUKBB	2022	PanUKBBR2	ph335	Multiple sclerosis (UKBB)	IMD	403249	1538	404787	European (EUR)	0.0379724687482188	N
ph337_PanUKBB_PanUKBBR2_1	1661	0.169611958173843	PC11 (4e-02)	PanUKBB	2022	PanUKBBR2	ph337	Disorders of the autonomic nervous system (UKBB)	PSD	403249	343	403592	European (EUR)	0.745200476469573	N
